CPU_32v7 :: 
SND_SOC_WM8971 :: sound/soc/codecs/wm8971.c=sound/soc/codecs/wm8971.h=
HPET_TIMER :: arch/x86/kernel/hpet.c=
COMEDI_PCM3730 :: drivers/staging/comedi/drivers/pcm3730.c=
TRANZPORT :: drivers/staging/frontier/tranzport.c=drivers/staging/frontier/alphatrack.c=drivers/staging/frontier/alphatrack.h=frontier/=
SND_ALS4000 :: sound/pci/als4000.c=
DTLK :: drivers/char/dtlk.c=
MPC831x_RDB :: arch/powerpc/platforms/83xx/mpc831x_rdb.c=
SND_BF5XX_SOC_AD1980 :: sound/soc/blackfin/bf5xx-ad1980.c=
I2C_ALI1563 :: drivers/i2c/busses/i2c-ali1563.c=
PARIDE_BPCK :: drivers/block/paride/bpck.c=
BLK_DEV_LOOP :: drivers/block/loop.c=
HOTPLUG_PCI_ACPI :: 
KEYBOARD_LM8323 :: drivers/input/keyboard/lm8323.c=
COMEDI_ADDI_APCI_3001 :: drivers/staging/comedi/drivers/addi_apci_3001.c=
SENSORS_TSL2563 :: drivers/staging/iio/light/tsl2563.c=drivers/staging/iio/light/tsl2563.h=
CFG80211 :: net/wireless/core.c=net/wireless/core.h=net/wireless/sysfs.c=net/wireless/sysfs.h=net/wireless/radiotap.c=net/wireless/util.c=net/wireless/reg.c=net/wireless/reg.h=net/wireless/scan.c=net/wireless/nl80211.c=net/wireless/nl80211.h=net/wireless/mlme.c=net/wireless/ibss.c=net/wireless/sme.c=net/wireless/chan.c=net/wireless/ethtool.c=net/wireless/ethtool.h=net/wireless/mesh.c=
S5P64X0_SETUP_FB_24BPP :: arch/arm/mach-s5p64x0/setup-fb-24bpp.c=
PXA_SHARPSL_DETECT_MACH_ID :: arch/arm/boot/compressed/head-sharpsl.S=
SERIAL_S3C6400 :: drivers/tty/serial/s3c6400.c=
RADIO_TEA5764 :: drivers/media/radio/radio-tea5764.c=
CPM2 :: arch/powerpc/platforms/82xx/pq2.c=arch/powerpc/platforms/82xx/pq2.h=arch/powerpc/sysdev/cpm2.c=arch/powerpc/sysdev/cpm2_pic.c=arch/powerpc/sysdev/cpm2_pic.h=drivers/tty/serial/cpm_uart/cpm_uart_cpm2.c=drivers/tty/serial/cpm_uart/cpm_uart_cpm2.h=
RTC_DRV_MAX6900 :: drivers/rtc/rtc-max6900.c=
QUOTA_NETLINK_INTERFACE :: fs/quota/netlink.c=
SND_SOC_WM8955 :: sound/soc/codecs/wm8955.c=sound/soc/codecs/wm8955.h=
RTC_DRV_MAX6902 :: drivers/rtc/rtc-max6902.c=
SND_HARMONY :: sound/parisc/harmony.c=sound/parisc/harmony.h=
X86_64 :: arch/x86/kernel/apic/x2apic_uv_x.c=arch/x86/kernel/apic/x2apic_phys.c=arch/x86/kernel/apic/x2apic_cluster.c=arch/x86/kernel/apic/apic_flat_64.c=arch/x86/kernel/cpu/bugs_64.c=arch/x86/kernel/audit_64.c=arch/x86/kernel/amd_gart_64.c=arch/x86/kernel/aperture_64.c=arch/x86/kernel/pci-calgary_64.c=arch/x86/kernel/tce_64.c=arch/x86/kernel/mmconf-fam10h_64.c=arch/x86/kernel/vsmp_64.c=arch/x86/kernel/sys_x86_64.c=arch/x86/kernel/x8664_ksyms_64.c=arch/x86/kernel/syscall_64.c=arch/x86/kernel/vsyscall_64.c=arch/x86/kernel/vsyscall_emu_64.S=drivers/infiniband/hw/ipath/ipath_wc_x86_64.c=drivers/infiniband/hw/qib/qib_wc_x86_64.c=drivers/misc/sgi-xp/xp_uv.c=drivers/misc/sgi-xp/xpc_uv.c=
FB_PXA :: drivers/video/pxafb.c=drivers/video/pxafb.h=
SND_SOC_WM8960 :: sound/soc/codecs/wm8960.c=sound/soc/codecs/wm8960.h=
FB_BW2 :: drivers/video/bw2.c=drivers/video/sbuslib.c=drivers/video/sbuslib.h=
VIDEO_SAMSUNG_S5P_TV :: s5p-tv/=
SND_SOC_SAMSUNG_SMDK_WM8994 :: sound/soc/samsung/smdk_wm8994.c=
ARCH_MXC_AUDMUX_V2 :: arch/arm/plat-mxc/audmux-v2.c=
ARCH_MXC_AUDMUX_V1 :: arch/arm/plat-mxc/audmux-v1.c=
SND_HDA_CODEC_HDMI :: sound/pci/hda/patch_hdmi.c=sound/pci/hda/hda_eld.c=
STMP3XXX_WATCHDOG :: drivers/watchdog/stmp3xxx_wdt.c=
SND_SOC_WM8940 :: sound/soc/codecs/wm8940.c=sound/soc/codecs/wm8940.h=
AD7606 :: drivers/staging/iio/adc/ad7606_core.c=
UBIFS_FS :: ubifs/=fs/ubifs/shrinker.c=fs/ubifs/journal.c=fs/ubifs/file.c=fs/ubifs/dir.c=fs/ubifs/super.c=fs/ubifs/sb.c=fs/ubifs/io.c=fs/ubifs/tnc.c=fs/ubifs/master.c=fs/ubifs/scan.c=fs/ubifs/replay.c=fs/ubifs/log.c=fs/ubifs/commit.c=fs/ubifs/gc.c=fs/ubifs/orphan.c=fs/ubifs/budget.c=fs/ubifs/find.c=fs/ubifs/tnc_commit.c=fs/ubifs/compress.c=fs/ubifs/lpt.c=fs/ubifs/lprops.c=fs/ubifs/recovery.c=fs/ubifs/ioctl.c=fs/ubifs/lpt_commit.c=fs/ubifs/tnc_misc.c=
SPI_XILINX :: drivers/spi/spi-xilinx.c=
VM86 :: arch/x86/kernel/vm86_32.c=
PLAT_PXA :: drivers/gpio/gpio-pxa.c=
SATA_ULI :: drivers/ata/sata_uli.c=
NET_TULIP :: tulip/=
MACH_EUKREA_MBIMXSD35_BASEBOARD :: arch/arm/mach-imx/eukrea_mbimxsd35-baseboard.c=
IP_VS_WLC :: net/netfilter/ipvs/ip_vs_wlc.c=
EFI_RTC :: drivers/char/efirtc.c=
8xx :: arch/powerpc/kernel/head_8xx.S=arch/powerpc/sysdev/mpc8xx_pic.c=arch/powerpc/sysdev/mpc8xx_pic.h=arch/powerpc/sysdev/cpm1.c=drivers/tty/serial/cpm_uart/cpm_uart_cpm1.c=drivers/tty/serial/cpm_uart/cpm_uart_cpm1.h=
ACENIC :: drivers/net/ethernet/alteon/acenic.c=drivers/net/ethernet/alteon/acenic.h=
COMEDI_DAS08_CS :: drivers/staging/comedi/drivers/das08_cs.c=
PMAC_RACKMETER :: drivers/macintosh/rack-meter.c=
BLK_DEV_AMD74XX :: drivers/ide/amd74xx.c=
SPEAKUP_SYNTH_SOFT :: drivers/staging/speakup/speakup_soft.c=
IP_SET_LIST_SET :: net/netfilter/ipset/ip_set_list_set.c=
COMEDI_PCM3724 :: drivers/staging/comedi/drivers/pcm3724.c=
I2C_ALI1535 :: drivers/i2c/busses/i2c-ali1535.c=
CAIF_NETDEV :: net/caif/chnl_net.c=
SND_AICA :: sound/sh/aica.c=sound/sh/aica.h=
INPUT_CMA3000 :: drivers/input/misc/cma3000_d0x.c=drivers/input/misc/cma3000_d0x.h=
SWIOTLB_XEN :: arch/x86/xen/pci-swiotlb-xen.c=drivers/xen/swiotlb-xen.c=
STORCENTER :: arch/powerpc/platforms/embedded6xx/storcenter.c=
SENSORS_ZL6100 :: drivers/hwmon/pmbus/zl6100.c=
B43LEGACY_PIO :: drivers/net/wireless/b43legacy/pio.c=drivers/net/wireless/b43legacy/pio.h=
KVM_BOOK3S_64 :: 
REGULATOR_DEBUG :: 
MACH_ORIGEN :: arch/arm/mach-exynos/mach-origen.c=
USB_SERIAL_MCT_U232 :: drivers/usb/serial/mct_u232.c=drivers/usb/serial/mct_u232.h=
SH_SH7785LCR :: arch/sh/boards/board-sh7785lcr.c=arch/sh/drivers/pci/fixups-r7780rp.c=
FB_Q40 :: drivers/video/q40fb.c=
PARPORT_MFC3 :: drivers/parport/parport_mfc3.c=
IXP4XX_WATCHDOG :: drivers/watchdog/ixp4xx_wdt.c=
FB_PS3 :: drivers/video/ps3fb.c=
MACH_MIOA701 :: arch/arm/mach-pxa/mioa701.c=arch/arm/mach-pxa/mioa701_bootresume.S=
MFD_STMPE :: drivers/mfd/stmpe.c=drivers/mfd/stmpe.h=
ALPHA_TSUNAMI :: arch/alpha/kernel/core_tsunami.c=
PCI_ATS :: drivers/pci/ats.c=
REGULATOR_MAX8952 :: drivers/regulator/max8952.c=
COMEDI_DMM32AT :: drivers/staging/comedi/drivers/dmm32at.c=
SMSC_SCH311X_WDT :: drivers/watchdog/sch311x_wdt.c=
SND_DARLA24 :: sound/pci/echoaudio/darla24.c=
JOYSTICK_GRIP :: drivers/input/joystick/grip.c=
NETFILTER_XT_TARGET_TEE :: net/netfilter/xt_TEE.c=
SND_INDIGOIOX :: sound/pci/echoaudio/indigoiox.c=
ACER_WMI :: drivers/platform/x86/acer-wmi.c=
SND_DARLA20 :: sound/pci/echoaudio/darla20.c=
BLK_DEV_HPT366 :: drivers/ide/hpt366.c=
XEN_BALLOON :: drivers/xen/xen-balloon.c=
SCSI_AIC7XXX :: aic7xxx/=
REGULATOR_AB8500 :: drivers/regulator/ab8500.c=
MACH_PCM990_BASEBOARD :: arch/arm/mach-pxa/pcm990-baseboard.c=
ANSLCD :: drivers/macintosh/ans-lcd.c=drivers/macintosh/ans-lcd.h=
RAPIDIO_TSI721 :: drivers/rapidio/devices/tsi721.c=drivers/rapidio/devices/tsi721.h=
USB_DEVICEFS :: drivers/usb/core/inode.c=
ASP834x :: arch/powerpc/platforms/83xx/asp834x.c=
RTC_DRV_BQ4802 :: drivers/rtc/rtc-bq4802.c=
SCSI_WAIT_SCAN :: drivers/scsi/scsi_wait_scan.c=
VIDEO_ATMEL_ISI :: drivers/media/video/atmel-isi.c=
CPU_S3C2410_DMA :: arch/arm/mach-s3c2410/dma.c=arch/arm/mach-s3c2410/dma.c=
MACH_SIM_ONE :: arch/arm/mach-ep93xx/simone.c=
CAIF_SPI_SLAVE :: drivers/net/caif/caif_spi.c=drivers/net/caif/caif_spi_slave.c=
SND_INTERWAVE :: sound/isa/gus/gus_main.c=sound/isa/gus/gus_io.c=sound/isa/gus/gus_irq.c=sound/isa/gus/gus_timer.c=sound/isa/gus/gus_mem.c=sound/isa/gus/gus_mem_proc.c=sound/isa/gus/gus_dram.c=sound/isa/gus/gus_dma.c=sound/isa/gus/gus_volume.c=sound/isa/gus/gus_pcm.c=sound/isa/gus/gus_mixer.c=sound/isa/gus/gus_uart.c=sound/isa/gus/gus_reset.c=sound/isa/gus/interwave.c=
SND_HDA_CODEC_REALTEK :: sound/pci/hda/patch_realtek.c=
DVB_MB86A20S :: drivers/media/dvb/frontends/mb86a20s.c=drivers/media/dvb/frontends/mb86a20s.h=
PUV3_GPIO :: arch/unicore32/kernel/gpio.c=
MMC_SDRICOH_CS :: drivers/mmc/host/sdricoh_cs.c=
NET_SCH_MULTIQ :: net/sched/sch_multiq.c=
VIDEO_CAFE_CCIC :: marvell-ccic/=drivers/media/video/marvell-ccic/cafe-driver.c=drivers/media/video/marvell-ccic/mcam-core.c=drivers/media/video/marvell-ccic/mcam-core.h=
UBIFS_FS_DEBUG :: fs/ubifs/debug.c=fs/ubifs/debug.h=
ATH79_WDT :: drivers/watchdog/ath79_wdt.c=
CARDBUS :: drivers/pcmcia/cardbus.c=
SENSORS_TSL2550 :: drivers/misc/tsl2550.c=
KEYBOARD_TNETV107X :: drivers/input/keyboard/tnetv107x-keypad.c=
NET_VENDOR_MICROCHIP :: microchip/=
USB_MDC800 :: drivers/usb/image/mdc800.c=image/=
CPU_SUP_UMC_32 :: arch/x86/kernel/cpu/umc.c=
WEXT_PRIV :: net/wireless/wext-priv.c=
SND_SOC_DMIC :: sound/soc/codecs/dmic.c=
PPC_MSI_BITMAP :: arch/powerpc/sysdev/msi_bitmap.c=
MACH_MX23EVK :: arch/arm/mach-mxs/mach-mx23evk.c=
HPUX :: hpux/=
MACH_MINI6410 :: arch/arm/mach-s3c64xx/mach-mini6410.c=
MTD_PXA2XX :: drivers/mtd/maps/pxa2xx-flash.c=
60XX_WDT :: drivers/watchdog/sbc60xxwdt.c=
DEBUG_LOCKING_API_SELFTESTS :: lib/locking-selftest.c=
RTC_DRV_TILE :: drivers/rtc/rtc-tile.c=
CPU_SUP_CYRIX_32 :: arch/x86/kernel/cpu/cyrix.c=
MACH_WLF_CRAGG_6410 :: arch/arm/mach-s3c64xx/mach-crag6410.c=arch/arm/mach-s3c64xx/mach-crag6410-module.c=
TCP_CONG_LP :: net/ipv4/tcp_lp.c=
DEBUG_PINMUX :: 
MIPS32_O32 :: arch/mips/kernel/binfmt_elfo32.c=arch/mips/kernel/scall64-o32.S=
JOYSTICK_AMIGA :: drivers/input/joystick/amijoy.c=
CRYPTO_RMD320 :: crypto/rmd320.c=
W83977F_WDT :: drivers/watchdog/w83977f_wdt.c=
IP_NF_MANGLE :: net/ipv4/netfilter/iptable_mangle.c=
BLK_DEV_TRIFLEX :: drivers/ide/triflex.c=
SERIAL_8250_BOCA :: drivers/tty/serial/8250_boca.c=
USB_SERIAL_KEYSPAN_USA28XA :: 
USB_SERIAL_KEYSPAN_USA28XB :: 
USB_SERIAL_NAVMAN :: drivers/usb/serial/navman.c=
INPUT_APMPOWER :: drivers/input/apm-power.c=
REGULATOR_MAX8998 :: drivers/regulator/max8998.c=
NVRAM :: arch/powerpc/platforms/chrp/nvram.c=arch/powerpc/platforms/powermac/nvram.c=drivers/char/generic_nvram.c=drivers/char/nvram.c=
REGULATOR_MAX8997 :: drivers/regulator/max8997.c=
ACPI_QUICKSTART :: quickstart/=drivers/staging/quickstart/quickstart.c=
VME_BUS :: vme/=drivers/staging/vme/vme.c=drivers/staging/vme/vme.h=
MEDIA_TUNER_MT2266 :: drivers/media/common/tuners/mt2266.c=drivers/media/common/tuners/mt2266.h=
KVM_BOOK3S_32 :: 
MACH_SX1 :: arch/arm/mach-omap1/board-sx1.c=arch/arm/mach-omap1/board-sx1-mmc.c=
WIMAX_I2400M :: i2400m/=
CPU_PXA910 :: arch/arm/mach-mmp/pxa910.c=arch/arm/mach-mmp/irq-pxa168.c=
IA64_PALINFO :: arch/ia64/kernel/palinfo.c=
LOCKDEP :: kernel/lockdep.c=kernel/lockdep_proc.c=
USB_WDM :: drivers/usb/class/cdc-wdm.c=class/=
MIPS_MT_SMP :: arch/mips/kernel/smp-mt.c=arch/mips/pmc-sierra/msp71xx/msp_smp.c=
ETRAX_STREAMCOPROC :: arch/cris/arch-v32/drivers/cryptocop.c=
FB_PVR2 :: drivers/video/pvr2fb.c=
FB_3DFX :: drivers/video/tdfxfb.c=
DVB_EC100 :: drivers/media/dvb/frontends/ec100.c=drivers/media/dvb/frontends/ec100.h=
MTD_NAND_AMS_DELTA :: drivers/mtd/nand/ams-delta.c=
WD80x3 :: drivers/net/ethernet/8390/wd.c=drivers/net/ethernet/8390/8390.c=drivers/net/ethernet/8390/8390.h=
PANEL_TAAL :: drivers/video/omap2/displays/panel-taal.c=
USB_TEST :: drivers/usb/misc/usbtest.c=
NFC_NCI :: nci/=net/nfc/nci/core.c=net/nfc/nci/data.c=net/nfc/nci/lib.c=net/nfc/nci/ntf.c=net/nfc/nci/rsp.c=
RTC :: drivers/char/rtc.c=
CPU_HAS_SMARTMIPS :: 
CRYPTO_XCBC :: crypto/xcbc.c=
MIPS_DB1200 :: db1200/=alchemy/devboards/=
PPC_EP88XC :: arch/powerpc/platforms/8xx/ep88xc.c=
SPECTRA_EMU :: drivers/staging/spectra/lld_emu.c=drivers/staging/spectra/lld_emu.h=
DMADEVICES_DEBUG :: 
LOGFS :: fs/logfs/compr.c=fs/logfs/dir.c=fs/logfs/file.c=fs/logfs/gc.c=fs/logfs/inode.c=fs/logfs/journal.c=fs/logfs/readwrite.c=fs/logfs/segment.c=fs/logfs/super.c=logfs/=
ARCH_EXYNOS4 :: arch/arm/mach-exynos/cpu.c=arch/arm/mach-exynos/init.c=arch/arm/mach-exynos/clock.c=arch/arm/mach-exynos/irq-combiner.c=arch/arm/mach-exynos/setup-i2c0.c=arch/arm/mach-exynos/irq-eint.c=arch/arm/mach-exynos/dma.c=arch/arm/mach-exynos/pmu.c=arch/arm/mach-exynos/dev-audio.c=
USB_G_HID :: drivers/usb/gadget/hid.c=
MTD_PCI :: drivers/mtd/maps/pci.c=
NF_CONNTRACK_SNMP :: net/netfilter/nf_conntrack_snmp.c=
KGDB_KDB :: kdb/=kernel/trace/trace_kdb.c=
ATM_BR2684 :: net/atm/br2684.c=
TIMER_STATS :: kernel/time/timer_stats.c=
FIRMWARE_IN_KERNEL :: 
CPU_FREQ_S3C24XX :: arch/arm/plat-s3c24xx/cpu-freq.c=
UX500_SOC_DB5500 :: arch/arm/mach-ux500/cpu-db5500.c=arch/arm/mach-ux500/dma-db5500.c=
REGULATOR :: regulator/=drivers/regulator/core.c=drivers/regulator/dummy.c=drivers/regulator/dummy.h=
SERIAL_IFX6X60 :: drivers/tty/serial/ifx6x60.c=drivers/tty/serial/ifx6x60.h=
MACH_OMAP_OSK :: arch/arm/mach-omap1/board-osk.c=arch/arm/mach-omap1/leds-osk.c=drivers/video/omap/lcd_osk.c=
USB_SERIAL_QUATECH2 :: serqt_usb2/=drivers/staging/serqt_usb2/serqt_usb2.c=
TS72XX_WATCHDOG :: drivers/watchdog/ts72xx_wdt.c=
CPU_FREQ_GOV_ONDEMAND :: drivers/cpufreq/cpufreq_ondemand.c=
HAVE_PWM :: arch/arm/mach-vt8500/pwm.c=arch/arm/plat-pxa/pwm.c=arch/arm/plat-samsung/pwm.c=arch/blackfin/kernel/pwm.c=
SH_7724_SOLUTION_ENGINE :: 7724/=
XOR_BLOCKS :: crypto/xor.c=
USB_SERIAL_VISOR :: drivers/usb/serial/visor.c=drivers/usb/serial/visor.h=
ACPI_PROCESSOR :: drivers/acpi/processor_driver.c=drivers/acpi/processor_throttling.c=drivers/acpi/processor_idle.c=drivers/acpi/processor_thermal.c=
WLAGS49_H25 :: wlags49_h25/=
PM_SIMTEC :: arch/arm/plat-s3c24xx/pm-simtec.c=
SH_DMABRG :: arch/sh/drivers/dma/dmabrg.c=
ATL1C :: drivers/net/ethernet/atheros/atl1c/atl1c_main.c=drivers/net/ethernet/atheros/atl1c/atl1c_hw.c=drivers/net/ethernet/atheros/atl1c/atl1c_hw.h=drivers/net/ethernet/atheros/atl1c/atl1c_ethtool.c=atl1c/=
MTD_NAND_JZ4740 :: drivers/mtd/nand/jz4740_nand.c=
ATL1E :: drivers/net/ethernet/atheros/atl1e/atl1e_main.c=drivers/net/ethernet/atheros/atl1e/atl1e_hw.c=drivers/net/ethernet/atheros/atl1e/atl1e_hw.h=drivers/net/ethernet/atheros/atl1e/atl1e_ethtool.c=drivers/net/ethernet/atheros/atl1e/atl1e_param.c=atl1e/=
SERIO_NVEC_PS2 :: drivers/staging/nvec/nvec_ps2.c=
MSM_PROC_COMM :: arch/arm/mach-msm/proc_comm.c=arch/arm/mach-msm/proc_comm.h=arch/arm/mach-msm/clock-pcom.c=arch/arm/mach-msm/clock-pcom.h=arch/arm/mach-msm/vreg.c=
CAN_MPC5XXX :: drivers/net/can/mscan/mscan.c=drivers/net/can/mscan/mscan.h=drivers/net/can/mscan/mpc5xxx_can.c=
TQM8XX :: arch/powerpc/platforms/8xx/tqm8xx_setup.c=
ARC :: arch/mips/fw/arc/=
USB_TMC :: drivers/usb/class/usbtmc.c=class/=
HAS_MTU :: arch/arm/plat-nomadik/timer.c=
CPU_FREQ_PMAC64 :: arch/powerpc/platforms/powermac/cpufreq_64.c=
PMAC_MEDIABAY :: drivers/macintosh/mediabay.c=
MACH_PICOTUX2XX :: arch/arm/mach-at91/board-picotux200.c=
ARM :: drivers/pci/setup-bus.c=drivers/pci/setup-irq.c=arm/=
CRYPTO_DEV_NIAGARA2 :: drivers/crypto/n2_core.c=drivers/crypto/n2_core.h=drivers/crypto/n2_asm.S=
JOYSTICK_WALKERA0701 :: drivers/input/joystick/walkera0701.c=
SND_KIRKWOOD_SOC :: sound/soc/kirkwood/kirkwood-dma.c=
DECNET :: net/decnet/af_decnet.c=net/decnet/dn_nsp_in.c=net/decnet/dn_nsp_out.c=net/decnet/dn_route.c=net/decnet/dn_dev.c=net/decnet/dn_neigh.c=net/decnet/dn_timer.c=net/decnet/sysctl_net_decnet.c=decnet/=
SATA_NV :: drivers/ata/sata_nv.c=
COMEDI_RTI800 :: drivers/staging/comedi/drivers/rti800.c=
ENP2611_MSF_NET :: drivers/net/ethernet/xscale/ixp2000/caleb.c=drivers/net/ethernet/xscale/ixp2000/caleb.h=drivers/net/ethernet/xscale/ixp2000/enp2611.c=drivers/net/ethernet/xscale/ixp2000/ixp2400-msf.c=drivers/net/ethernet/xscale/ixp2000/ixp2400-msf.h=drivers/net/ethernet/xscale/ixp2000/ixpdev.c=drivers/net/ethernet/xscale/ixp2000/ixpdev.h=drivers/net/ethernet/xscale/ixp2000/pm3386.c=drivers/net/ethernet/xscale/ixp2000/pm3386.h=ixp2000/=
NSC_GPIO :: drivers/char/nsc_gpio.c=
AR7 :: ar7/=
APRICOT :: drivers/net/ethernet/i825xx/82596.c=
SND_SOC_SH4_SSI :: sound/soc/sh/ssi.c=
DEBUG_MUTEXES :: kernel/mutex-debug.c=kernel/mutex-debug.h=
COMEDI_RTI802 :: drivers/staging/comedi/drivers/rti802.c=
ACPI_VIDEO :: drivers/acpi/video.c=drivers/acpi/video_detect.c=
KVM_AMD :: arch/x86/kvm/svm.c=
CPU_W90P910 :: arch/arm/mach-w90x900/nuc910.c=arch/arm/mach-w90x900/nuc910.h=
SCTP_DBG_OBJCNT :: net/sctp/objcnt.c=
SND_DMA_SGBUF :: sound/core/sgbuf.c=
MACH_SMARTQ :: arch/arm/mach-s3c64xx/mach-smartq.c=arch/arm/mach-s3c64xx/mach-smartq.h=
DVB_AS102 :: drivers/staging/media/as102/as102_drv.c=drivers/staging/media/as102/as102_drv.h=drivers/staging/media/as102/as102_fw.c=drivers/staging/media/as102/as102_fw.h=drivers/staging/media/as102/as10x_cmd.c=drivers/staging/media/as102/as10x_cmd.h=drivers/staging/media/as102/as10x_cmd_stream.c=drivers/staging/media/as102/as102_fe.c=drivers/staging/media/as102/as102_usb_drv.c=drivers/staging/media/as102/as102_usb_drv.h=drivers/staging/media/as102/as10x_cmd_cfg.c=as102/=
SCSI_INITIO :: drivers/scsi/initio.c=drivers/scsi/initio.h=
STDERR_CONSOLE :: arch/um/drivers/stderr_console.c=
MACH_NETSPACE_V2 :: arch/arm/mach-kirkwood/netspace_v2-setup.c=arch/arm/mach-kirkwood/lacie_v2-common.c=arch/arm/mach-kirkwood/lacie_v2-common.h=
CFG80211_WEXT :: net/wireless/wext-compat.c=net/wireless/wext-compat.h=net/wireless/wext-sme.c=
SATA_MV :: drivers/ata/sata_mv.c=
B44 :: drivers/net/ethernet/broadcom/b44.c=drivers/net/ethernet/broadcom/b44.h=
B43 :: drivers/net/wireless/b43/main.c=drivers/net/wireless/b43/main.h=drivers/net/wireless/b43/bus.c=drivers/net/wireless/b43/bus.h=drivers/net/wireless/b43/tables.c=drivers/net/wireless/b43/tables.h=drivers/net/wireless/b43/phy_common.c=drivers/net/wireless/b43/phy_common.h=drivers/net/wireless/b43/phy_g.c=drivers/net/wireless/b43/phy_g.h=drivers/net/wireless/b43/phy_a.c=drivers/net/wireless/b43/phy_a.h=drivers/net/wireless/b43/sysfs.c=drivers/net/wireless/b43/sysfs.h=drivers/net/wireless/b43/xmit.c=drivers/net/wireless/b43/xmit.h=drivers/net/wireless/b43/lo.c=drivers/net/wireless/b43/lo.h=drivers/net/wireless/b43/wa.c=drivers/net/wireless/b43/wa.h=drivers/net/wireless/b43/dma.c=drivers/net/wireless/b43/dma.h=drivers/net/wireless/b43/pio.c=drivers/net/wireless/b43/pio.h=drivers/net/wireless/b43/rfkill.c=drivers/net/wireless/b43/rfkill.h=b43/=
MTD_OCTAGON :: drivers/mtd/maps/octagon-5066.c=
RING_BUFFER_BENCHMARK :: kernel/trace/ring_buffer_benchmark.c=
PATA_CMD640_PCI :: drivers/ata/pata_cmd640.c=
COMEDI_AMPLC_PC236 :: drivers/staging/comedi/drivers/amplc_pc236.c=
ARM_AT91_ETHER :: drivers/net/ethernet/cadence/at91_ether.c=drivers/net/ethernet/cadence/at91_ether.h=
USB_RENESAS_USBHS :: renesas_usbhs/=drivers/usb/renesas_usbhs/common.c=drivers/usb/renesas_usbhs/common.h=drivers/usb/renesas_usbhs/mod.c=drivers/usb/renesas_usbhs/mod.h=drivers/usb/renesas_usbhs/pipe.c=drivers/usb/renesas_usbhs/pipe.h=drivers/usb/renesas_usbhs/fifo.c=drivers/usb/renesas_usbhs/fifo.h=drivers/usb/renesas_usbhs/mod_host.c=drivers/usb/renesas_usbhs/mod_gadget.c=
ATP :: drivers/net/ethernet/realtek/atp.c=drivers/net/ethernet/realtek/atp.h=
DRM_I2C_CH7006 :: drivers/gpu/drm/i2c/ch7006_drv.c=drivers/gpu/drm/i2c/ch7006_mode.c=
NETLABEL :: net/ipv4/cipso_ipv4.c=netlabel/=security/selinux/netlabel.c=
PERFMON :: arch/ia64/kernel/perfmon_default_smpl.c=arch/ia64/lib/carta_random.S=arch/ia64/oprofile/perfmon.c=
ATM :: atm/=net/atm/addr.c=net/atm/addr.h=net/atm/pvc.c=net/atm/signaling.c=net/atm/signaling.h=net/atm/svc.c=net/atm/ioctl.c=net/atm/common.c=net/atm/common.h=net/atm/atm_misc.c=net/atm/raw.c=net/atm/resources.c=net/atm/resources.h=net/atm/atm_sysfs.c=atm/=
PATA_SIS :: drivers/ata/pata_sis.c=
ATM_ENI :: drivers/atm/eni.c=drivers/atm/eni.h=drivers/atm/suni.c=drivers/atm/suni.h=
MACH_EUKREA_CPUIMX25SD :: arch/arm/mach-imx/mach-eukrea_cpuimx25.c=
CRYPTO_RNG2 :: crypto/rng.c=crypto/krng.c=
SUNRPC :: sunrpc/=net/sunrpc/clnt.c=net/sunrpc/xprt.c=net/sunrpc/socklib.c=net/sunrpc/xprtsock.c=net/sunrpc/sched.c=net/sunrpc/auth.c=net/sunrpc/auth_null.c=net/sunrpc/auth_unix.c=net/sunrpc/auth_generic.c=net/sunrpc/svc.c=net/sunrpc/svcsock.c=net/sunrpc/svcauth.c=net/sunrpc/svcauth_unix.c=net/sunrpc/addr.c=net/sunrpc/rpcb_clnt.c=net/sunrpc/timer.c=net/sunrpc/xdr.c=net/sunrpc/sunrpc_syms.c=net/sunrpc/cache.c=net/sunrpc/rpc_pipe.c=net/sunrpc/svc_xprt.c=
AMD8111_ETH :: drivers/net/ethernet/amd/amd8111e.c=drivers/net/ethernet/amd/amd8111e.h=
SAMPLE_KRETPROBES :: samples/kprobes/kretprobe_example.c=
KSDAZZLE_DONGLE :: drivers/net/irda/ksdazzle-sir.c=
SAMSUNG_WAKEMASK :: arch/arm/plat-samsung/wakeup-mask.c=
8139TOO :: drivers/net/ethernet/realtek/8139too.c=
ATA :: drivers/ata/libata-core.c=drivers/ata/libata-scsi.c=drivers/ata/libata-eh.c=drivers/ata/libata-transport.c=drivers/ata/libata-transport.h=ata/=
UCODE_PATCH :: arch/powerpc/sysdev/micropatch.c=
CPU_FREQ_MAPLE :: drivers/cpufreq/maple-cpufreq.c=
NF_CT_PROTO_UDPLITE :: net/netfilter/nf_conntrack_proto_udplite.c=
